agreeableness,informal,swear,netspeak,assent,nonflu,filler,help,office,dance,money_empath,wedding,domestic_work,sleep,medical_emergency,cold,hate,cheerfulness,aggression,occupation,envy,anticipation_empath,family_empath,vacation,crime,attractive,masculine,prison,health_empath,pride,dispute,nervousness,government,weakness,horror,swearing_terms,leisure_empath,suffering,royalty,wealthy,tourism,furniture,school,magic,beach,journalism,morning,banking,social_media,exercise,night,kill,blue_collar_job,art,ridicule,play,computer,college,optimism,stealing,real_estate,home_empath,divine,sexual_empath,fear_empath,irritability,superhero,business,driving,pet,childish,cooking,exasperation,religion,hipster,internet,surprise_empath,reading,worship,leader,independence,movement,bodyr__empath,noise,eating,medieval,zest,confusion,water,sports,death_empath,healing,legend,heroic,celebration,restaurant,violence,programming,dominant_heirarchical,military,neglect,swimming,exotic,love,hiking,communication,hearing,order,sympathy,hygiene,weather,anonymity,trust_empath,ancient,deception,fabric,air_travel,fight,dominant_personality,music,vehicle,politeness,toy,farming,meeting,war,speaking,listen,urban,shopping,disgust_empath,fire,tool,phone,gain,sound,injury,sailing,rage,science,work_empath,appearance,valuable,warmth,youth,sadness_empath,fun,emotional,joy_empath,affection,traveling,fashion,ugliness,lust,shame,torment,economics,anger,politics,ship,clothing,car,strength,technology,breaking,shape_and_size,power_empath,white_collar_job,animal,party,terrorism,smell,disappointment,poor,plant,pain,beauty,timidity,philosophy,negotiate,negative_emotion,cleaning,messaging,competing,law,friends,payment,achievement,alcohol,liquid,feminine,weapon,children,monster,ocean,giving,contentment,writing,rural,positive_emotion,musical
5,4.117189537,0.782063423,1.469200197,0.844992394,0.899006172,0.094219741,0.204471765,0.059357485,0.202194183,0.355110246,0.33801439,0.276490394,0.235790999,0.265701859,0.242317971,0.380453692,0.045203814,0.205530787,0.157368414,0.10906341,0.117356159,0.419963987,0.316390042,0.330543008,0.379584645,0.335331728,0.093542278,0.40233424,0.107183236,0.197673232,0.42774264,0.052259602,0.025771009,0.230295143,0.59752081,0.539535712,0.578538242,0.015323322,0.035486104,0.041358543,0.052504656,0.55997395,0.001048438,0.013575641,0.10717314,0.047360011,0.096839658,0.529764499,0.038937466,0.298754181,0.407860627,0.011383039,0.294559335,0.141827466,0.858247882,0.406217981,0.345961833,0.941200668,0.119745104,0.241242331,0.372552896,0.359365724,0.369680054,0.197683305,0.094958534,0.167555584,0.258980499,0.137201728,0.095443443,0.325446207,0.068369538,0.033010003,0.089902072,0.056882112,0.572259326,0.234092684,0.529767317,0.214872106,0.156651054,0.118828892,0.130462958,0.323984426,0.295186051,0.194538447,0.065124119,0.086897164,0.455886953,0.286103849,0.644906734,0.643597815,0.199971346,0.117002671,0.260178713,0.548278959,0.124478436,0.789509297,0.179294631,0.053357997,0.101048011,0.071089246,0.022236649,0,0.53633233,0.002643253,1.012837974,0.401538208,0.16374978,0.055973144,0.038809674,0.140837099,0.008259985,0.529030386,0.0417549,0.068215772,0.025439368,0.056618502,0.146155104,0.054339967,0.500492825,0.051118059,0.034239605,0.537230703,0.051118278,0.298862461,0.204008733,0.840787204,0.616114845,0.023714665,0.272287307,0.084790932,0.297902899,0.005076583,0.289869835,0.091945611,0.29434756,0.227647686,0.013575641,0.12788853,0.146221063,0.318439904,0.233777557,0.143120141,0.296480019,0.21387471,0.365742939,0.486924437,0.368942565,0.038305207,0.241966187,0.263376085,0.034528552,0.044529674,0.049601618,0.460566009,0.022984503,0.13517862,0.091718396,0.091257051,0.082955815,0.04318491,0.019417558,0.387520309,0.455761682,0.184736866,0.248766165,0.143566413,0.091168116,0.067391921,0.643851409,0.029424785,0.15436666,0.036886899,0.03016755,0.03041556,0.70169133,0.271872299,0.184234348,0.053954096,0.020230967,1.701406335,0.088062639,0.378915112,0.294002534,0.079613775,0.977998506,0.294429828,0.529105865,0.174923019,0.195881023,0.222836698,0.100790422,0.576954379,0.002553887,0.030459672,0.593801074,0.187730794,0.36181193,0.089212761,1.433271065,0.551532284
99,2.024060051,0.210805656,0.323850122,0.780323714,0.714814148,0.081023087,0.294548902,0.155859151,0.219682511,0.480225078,0.594522252,0.234934175,0.113466938,0.03833931,0.179537121,0.209243685,0.13152264,0.09983806,0.175689728,0.036609029,0.03825136,0.163157486,0.140967853,0.086638112,0.308799188,0.080386915,0.064598843,0.063400979,0.125835593,0.642438953,0.082833241,0.908380438,0.05400781,0.045009411,0.144780093,0.475434447,0.189327672,0.19237932,0.183524873,0.028010331,0.034374756,0.2173975,0.098543693,0.0240478,0.224973529,0.040391658,0.177765801,0.474073653,0.034567798,0.069696469,0.069845648,0.067797786,0.058134022,0.094054987,0.178312082,0.136389089,0.19436852,0.78368377,0.165305277,0.316671016,0.219654748,0.281458862,0.10564443,0.193999298,0.029976197,0.027628482,0.629422092,0.087331571,0.033273121,0.181526599,0.076869168,0.021652429,0.116476364,0.050686261,0.51023645,0.110751643,0.322638136,0.172378857,0.82086963,0.155811924,0.231719656,0.119368862,0.064263969,0.098244063,0.092653831,0.04184063,0.234947517,0.056924152,0.168290056,0.13976321,0.360739764,0.123892087,0.242243722,0.596394121,0.118841975,0.325511896,0.092548748,0.457298401,0.158240394,0.048114528,0.01610204,0.021093735,0.290166571,0.042315855,0.80570814,0.752734179,0.323727854,0.044629578,0.02745842,0.170523446,0.023513146,0.494489019,0.070013844,0.158875004,0.042377297,0.128664244,0.252689214,0.050573606,0.699983398,0.065958047,0.099805474,0.111833169,0.051170105,0.232830683,0.281751186,1.055755206,0.78621229,0.127201476,0.197103313,0.130268098,0.034862905,0.016286661,0.785831882,0.243407525,0.63702087,0.138965375,0.063882959,0.034057263,0.124839822,0.4390195,0.210825166,0.289998253,0.137566691,0.122027888,0.220355746,0.502311852,0.227144638,0.014737393,0.232148194,0.326634048,0.053947094,0.032204877,0.086578817,0.296918276,0.056702819,0.476244383,0.138214556,0.581652025,0.034862402,0.062081745,0.055988565,0.506056941,0.151265965,0.168478163,0.235752239,0.326179992,0.118168904,0.046654667,0.753376435,0.129611834,0.023126836,0.158342448,0.194730245,0.052791073,0.217378625,0.146159853,0.044654462,0.175669644,0.082166976,0.81538375,0.059812087,0.234431864,0.259765701,0.633556378,0.386820874,0.297635159,0.411208201,0.046965864,0.035725182,0.139996836,0.064575582,0.197455978,0.013680849,0.077652284,0.618167417,0.089482959,0.330034688,0.158141804,0.907573044,0.078699668
30,2.311416632,0.320676075,0.913838694,0.917922971,0.41162674,0.028367078,0.143624609,0.11660002,0.113630394,0.180610586,0.259785876,0.105637304,0.146459171,0.085998361,0.178058464,0.28056249,0.045992335,0.098008786,0.124145655,0.057602937,0.002497816,0.343541354,0.185691436,0.182957858,0.197521068,0.160815226,0.119735421,0.129775224,0.018735643,0.155110838,0.05423569,0.03507554,0.064643978,0.01932803,0.269866102,0.183002561,0.259616389,0.014941945,0.06722775,0.086074118,0.108026998,0.144664907,0.07026161,0.094013846,0.162245325,0.110187057,0.081317951,0.842982999,0.181141718,0.064582846,0.074795096,0.00682091,0.404572228,0.135373246,0.301398745,0.272518829,0.080910735,0.472075437,0.03267714,0.190829699,0.237525385,0.260931774,0.330645964,0.102928463,0.002612591,0.064496664,0.446577575,0.410265321,0.370322841,0.213768152,0.340263965,0.000404976,0.034642403,0.134843783,0.90253627,0.070819112,0.285009743,0.114275813,0.140171676,0.017172182,0.221570356,0.316875322,0.128610871,0.37949885,0.051020431,0.05094852,0.152291472,0.099426795,0.444808224,0.227380762,0.365659604,0.073576659,0.157679857,0.275544716,0.231098919,0.456391939,0.099732801,0.017722522,0.089117992,0.006618166,0.072586545,0.048082324,0.245323137,0.056500729,0.609382579,0.296183272,0.134561557,0.007771849,0.099412378,0.148156797,0,0.304556695,0.224810923,0.148942287,0.16411658,0.070381555,0.113589984,0.026250935,0.378435069,0.333038652,0.226264149,0.13891732,0.081121177,0.129337064,0.138313929,0.774486142,0.339707865,0.07669534,0.352791905,0.005632259,0.157709257,0.086455148,0.388146912,0.042159138,0.163114639,0.208906145,0.116675131,0.01832552,0.097352064,0.213947498,0.225666156,0.119772562,0.219245832,0.279510149,0.06085981,0.204484273,0.263541896,0.03704718,0.1907827,0.242413259,0.150644894,0.11099659,0.048604668,0.212663414,0.046027843,0.204914153,0.020871455,0.004987206,0.023719201,0.227387475,0.468647063,0.443436992,0.281995117,0.178955566,0.398127307,0.073977262,0.044125432,0.578342854,0.421653414,0.010031141,0.078752794,0.063679477,0.043631052,0.118991682,0.298072774,0.123790855,0.059869779,0.03701113,0.036613758,0.845611446,0.146530516,0.300429691,0.126179607,0.059319382,0.70734396,0.150566416,0.210619706,0.128132992,0.346344541,0.149956946,0.160887963,0.49711689,0.055748554,0.168974389,0.429719394,0.049277469,0.243975319,0.086429996,0.698554487,0.255035566
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.540874458,0.009587728,0.082992371,0.169002826,0.279291533,0.052910053,0.18007617,0.292023839,0.215112972,0.111592079,0.330482505,0.180787891,0.148708532,0.218292909,0.423295073,0.293480254,0.12769311,0.022136514,0.134930569,0.049159664,0.204984455,0.442711404,0.23414836,0.082538739,0.284603245,0.088602693,0.03716187,0.391050263,0.138498795,0.169780072,0.697582427,0.106119426,0.117004842,0.112471831,0.084313652,0.384858863,0.512248844,0,0.047871477,0.052333833,0.03447859,0.624268942,0.027309972,0.09971609,0.043230716,0.026965076,0.077349265,0.256818106,0.028729616,0.138533631,0.087192772,0.07810296,0.195263635,0.034908034,0.278401472,0.358523497,0.50606249,0.507504624,0.071760081,0.053779695,0.271647979,0.068312303,0.084474774,0.239547397,0.073790206,0,0.338351148,0.125998832,0.055463019,0.471352662,0.058673469,0.082901848,0.080072496,0.18833255,0.365653044,0.090270426,0.198349094,0,0.06693526,0.041530397,0.116687818,0.619241903,0.573739541,0.1671215,0,0.064840114,0.241828382,0.006934813,0.313026441,0.379484117,0.349042162,0.077623751,0.133076596,0.34369897,0.112426622,0.956207106,0.266624125,0.066126391,0.026455026,0.163529418,0,0.055294845,0.694696112,0.05761518,0.692394251,0.870883905,0.11909421,0.240616828,0.134516324,0.164681023,0,0.564048879,0.04629311,0.032799593,0.134054804,0.028904843,0.060544766,0.063029754,0.443612387,0.104674281,0.198362636,0.342775489,0.010277492,0.310685245,0.053187369,1.189608664,1.274379759,0.074712932,0.192432917,0.068873896,0.063040699,0.047773271,0.15815101,0.03743213,0.703195098,0.288421684,0.010351967,0.082901848,0.342674961,0.758974794,0.524676519,0.040566765,0.099256385,0.49254977,0.455383076,0.218570258,0.459821614,0.116541372,0.108596592,0.273050811,0.228304749,0.039449672,0.17203498,0.560137448,0.115391089,0.190681178,0.09303356,0.082177756,0.010351967,0.255560388,0.075769438,0.487281746,0.445689332,0.272078967,0.491403649,0.084353796,0.104614095,0.030832477,0.540974259,0.030778905,0.091657187,0.064150463,0.07810296,0.07572328,0.698863651,0.012742014,0.556689306,0.106684135,0.016051364,1.428702025,0.045302013,0.198050528,0.172504397,0.128238193,0.654409777,0.01630522,0.309616973,0.078152032,0.036847411,0.335458527,0.018032529,0.792026764,0.023147505,0.010351967,0.397555967,0.37587569,0.055697626,0.105025375,0.870945709,0.313490521
74,1.830245327,0,0.725731987,0.953245006,0.220520412,0,0.03170577,0.720308908,0.377246298,0.15998147,1.077082698,0.138144349,0.079744817,0.065199478,0.644477684,0.074414183,0.052967997,0.080905475,0.141354893,0,0.031328321,0.329976308,0.329090731,0.022492128,0.5080811,0.236263447,0.046672354,0.444505885,0.099873745,0.033738192,0.506640952,0.022492128,0.067305584,0.080905475,0.006799946,0.243608327,0.168919549,0,0.006799946,0.064936949,0,1.24544502,0,0.022492128,0.342977109,0.079744817,0,1.823839897,1.211756344,0,0.036092019,0,0.241091048,0,1.188054861,0.580698157,0.486184257,0.365364597,0,0,0.321992566,0.275326469,0.25857168,0.271544138,0.10530528,0,1.123895098,0.065789474,0,0.03170577,0.006799946,0.006799946,0.051784201,0,1.933932944,0.046168052,0.437934697,0.029292073,0.033738192,0.10592223,0.205484323,0.315045699,0,0.172150324,0.040538137,0.160543666,0.397660819,0,1.317604364,0.09814615,0.092276854,0.069830211,0.231263535,0.199889716,0.006799946,0.216799928,0.540825749,0.022492128,0,0.07410553,0,0.022492128,0.263835805,0.157444894,2.30443498,0.53290277,0.220823543,0.036285917,0.058399533,0.578449328,0.006799946,1.297572665,0.022492128,0.006799946,0,0.099182154,0.163436455,0,0.763855426,0.088281601,0,0.179425837,0,0.229185616,0.194477765,2.757066409,0.684225765,0,0.067797789,0.07410553,0.210863698,0.738756473,0.240505109,0.484275121,0,0.087008395,0,0.020399837,0.90137352,1.238795576,0.067476383,0,0.210863698,0.170840864,0.31586984,0.169457735,0.300621914,0.059767943,0.233784733,0.514109124,0.029292073,0,0.206633691,0.217805607,0.089294583,0.091938103,0.094505366,0.022492128,0,0,0.065789474,0.379173632,0.791452315,0.097936879,0.206012026,0.069830211,0.03170577,0.006799946,0.269734312,0.125313283,0,0,0,0.23923445,0.163791261,0.485588972,0.031328321,0.109198317,0.069252078,0.235149829,0.203086356,0.779172542,0.121830463,0.089100686,0.37739058,0,0.221012617,0,0,0.517294743,0.0736106,0.769243963,0.006799946,0,1.089128129,0.262383668,0.525996524,0.067476383,0.499376735,0.430126092
54,3.135841658,0.481494664,0.863923177,1.359442514,0.860120189,0,0.08049527,0.021824197,0.128561699,0.841824035,0.234359354,0.543753582,0.328364944,0,0.120155144,0.311835972,0.085034014,0.087351892,0.436493947,0,0.009381743,0.189902221,0.030778701,0.058479532,0.206290783,0.772077888,0.157135842,0.031328321,0.248336375,0.219298246,0.114437019,0.048621399,0.175438596,0,0.272846189,0.292397661,0.337172846,0.067476383,0.152944942,0,0.210526316,0.31368384,0,0.068877868,0.256847793,0.024032684,0.771461632,0.193683565,0.372804144,0.035967283,0.058479532,0.028760426,0.064087508,0.020012584,0.398377984,0.034426726,0.207607941,1.817316577,0,0.220868719,0.521214383,0.622795786,0,0.099279206,0,0,0.875508562,0,0.258980785,0.481410369,0.657091447,0,0.012442454,0.06945545,0.006620324,0.21360919,0.110892163,0,0.053104783,0.098039057,0.261884972,0.18712385,0.006221227,0.657091447,0.067476383,0.009381743,0.21296862,0.075099095,0.429059991,0.077381824,0.195489135,0,0.177723726,0.186014666,0,0.265440826,0.011934598,0,0.182333498,0.126312524,0.16562094,0.006221227,1.570850699,0.049054241,0.5933007,0,0.016002068,0.03538075,0.070175439,0.030778701,0,1.025101991,0.026632908,0.181981761,0.175438596,0.006221227,0.545362516,0.054986083,0.062478644,0.013392259,0.038142169,0.270689244,0,0.079474232,0.138296558,0.400758999,0.01560297,0.067476383,0.315843791,0.011103709,0.462629176,0.061964295,0.052110474,0.085773514,0.006221227,0.023591385,0.012442454,0,0.320719055,0.508598395,0.616422806,0.591820869,0.024032684,0.123640351,0.202067843,0.151991215,0.660510402,0,1.339568078,0.278701638,0.070175439,0.028760426,0.047791984,0.267993682,0.040799674,0.51509933,0,0,0,0.104195835,0,0.599370613,0.011934598,0.078756888,0.629475576,0.062714,0.053470087,0.099145159,0.205393348,0,0.4497002,0.004728803,0.239738876,0.090162513,0.217888122,0.092667566,0.014110546,0,0.278494042,1.159960721,0.093766823,0.137037057,0.486782465,0.028760426,1.726968622,0.689599386,0.428983512,0,0.444817718,0.122640189,0.061893502,0.425494864,0,0.043373342,2.049323382,0.102768702,0.053242127,0,1.858040767,0
1,3.040548898,0.823955875,1.641453559,0.651042161,0.185088616,0.008140008,0.129722843,0.172084436,0.196774524,0.475165401,0.208750703,0.402491071,0.103435593,0.042180338,0.372749263,0.399869856,0.03075448,0.073475578,0.285992815,0.076729713,0.040125334,0.333749023,0.271267438,0.018751262,0.249264048,0.261109564,0.018896447,0.079070301,0.094331499,0.069695989,0.34439425,0.098823889,0.001579405,0.019874897,0.713578415,0.247008986,0.161837111,0.001579405,0.132355493,0.035284181,0.043880858,0.742143793,0.049420626,0.065843945,0.034700809,0.088275032,0.213518205,0.495993671,0.259527789,0.031337621,0,0.182930529,0.187253059,0.192879511,0.222553833,0.180601609,0.449578422,0.242177381,0.01402715,0.194635248,0.321035871,0.104077675,0.030463069,0.222911322,0.007558579,0.024050024,0.498452484,0.178176304,0.026081984,0.168200484,0.040867177,0.009137632,0.0299625,0.042720925,0.516212732,0.047900941,0.37942177,0,0.059964235,0.073801597,0.156914153,0.370638814,0.164932958,0.212870677,0,0.029565211,0.266146574,0.055190945,0.393880036,0.134846693,0.149486684,0.048719219,0.276839427,0.283740383,0.047440092,0.389378375,0.118139877,0.015345573,0.082634102,0.100166145,0.05236153,0,0.397412327,0.01707679,0.562222325,0.507463071,0.065467936,0.079562737,0.164718683,0.097652071,0.024050024,0.329281291,0.001233335,0.117507327,0.028609279,0.165027506,0.353992232,0.035784611,0.312710031,0.514144614,0.13317266,0.12770239,0.002829415,0.171229173,0.035580802,0.681515533,0.421647353,0.047873397,0.30787505,0.128134725,0.026313839,0.057720058,0.207429152,0.15640513,0.165932054,0.178433975,0.061005236,0.063052332,0.239519051,0.536419128,0.315583286,0.348859711,0.017644049,0.297629452,0.221468806,0.375984204,0.097759938,0.035873428,0.122553013,0.354943015,0.003158809,0.023486902,0.112217185,0.330766884,0.024422594,0.573570003,0.107742573,0.083035091,0,0.048056097,0.153375195,0.56847057,0.190119358,0.180200621,0.326656152,0.082544051,0.188199611,0.035193565,0.537655257,0,0.015236036,0.084033613,0.207776202,0.040643789,0.306975179,0.065533964,0.128672277,0.078187346,0.10638355,0.962711692,0.150876293,0.235182837,0.058798473,0.054527918,0.53032557,0.331328987,0.267155101,0.160744257,0.110836408,0.285223476,0.085857774,0.353934196,0.001579405,0.133926142,0.973943398,0.225595685,0.140714756,0.064026508,0.816863959,0.220000094
37,1.18149824,0,0.326797386,0.854700855,0,0,0,0,0,0.694444444,0,0,0,0,0,0,0,0,0,0,0,0.3003003,0,0,0.694444444,0,0,0,0,0,0,1.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0.326797386,1.455301455,0,0,0,0.694444444,0,0,0,0,0,0,0.994744745,0,0,0,0.3003003,0,0,0,0.627097686,0,0,0,0,0,0,2.222222222,0,0.3003003,0,0,0,0,0,0,0,0,0,0,0,0,0.3003003,0,1.388888889,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3003003,0,0.994744745,0,0,0,0.927397986,0,0,0,0,0,0,0,0.694444444,0.694444444,0,0.694444444,0,0,0,0,0,0,0,0,0,0,0,0.694444444,0,0,0,0,0,0,0.600600601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3003003,0,0.627097686,0,0,0.3003003,0,0,0,0,0.694444444,0,0,0,0,0,0,0,0,0,0
66,2.379886361,0.373874084,0.466679618,0.908359061,0.496749025,0.13170625,0.355309946,0.155878209,0.299915551,0.379700331,0.780157779,0.234910777,0.061701639,0.037928449,0.05038123,0.181502943,0.08684074,0.147285844,0.15191178,0.027611412,0.00055053,0.117324584,0.124706872,0.123351286,0.145221901,0.084443594,0.066055553,0.051419735,0.077051593,0.408045476,0.078129993,1.588351259,0.045538233,0.024300982,0.179895395,0.681759235,0.130012883,0.240844712,0.188115412,0.068775558,0.053477702,0.180948585,0.041825493,0.147836225,0.112709451,0.033921258,0.220172121,0.394271239,0.059605162,0.06180537,0.150763987,0.027990658,0.050338811,0.129854758,0.202411712,0.171496425,0.157573717,0.506157624,0.085938615,0.279602573,0.293330126,0.271746288,0.020127902,0.062172561,0.016278168,0.010220788,0.590576013,0.128441652,0.016438498,0.191928596,0.095768165,0.009719513,0.278444945,0.044829617,0.529765009,0.162350219,0.291255041,0.168075913,1.194334947,0.177625196,0.213997205,0.124136866,0.035427741,0.061082117,0.077070307,0.112581525,0.246803038,0.121544591,0.17495884,0.168533201,0.244405467,0.113977777,0.183402021,1.033022529,0.066867066,0.291638777,0.130506255,0.570319615,0.447561358,0.007730335,0.096016148,0.041546589,0.138120844,0.034781453,0.666434729,0.490290781,0.340073524,0.020564534,0.007413131,0.04741196,0.00170083,0.440506378,0.066583219,0.135209544,0.077040506,0.084009358,0.436153091,0.070079536,0.510653229,0.043268386,0.116326615,0.117468728,0.017913767,0.432644008,0.850561937,0.826499832,0.526782683,0.050601467,0.114826412,0.03621047,0.020657158,0.027241499,0.649450263,0.161428567,0.400916086,0.143690196,0.146630832,0.023886071,0.112464878,0.344941315,0.125391356,0.290234616,0.023975372,0.121783473,0.096206748,0.921678603,0.138978915,0.010709015,0.101290745,0.283865174,0.049150687,0.02653757,0.03988494,0.167378898,0.023323366,0.367119877,0.025983091,1.069492664,0.129296663,0.060474202,0.033502307,0.29661019,0.173887165,0.162552186,0.180271134,0.461910433,0.073737278,0.076837988,1.095150349,0.193702722,0.035925362,0.039203587,0.194648141,0.021550598,0.132386804,0.058691182,0.039910341,0.37609681,0.109342713,0.864776206,0.063499084,0.244123837,0.255829363,0.857485533,0.400726955,0.253403612,0.426555856,0.06621921,0.131500643,0.088489881,0.096011392,0.096744704,0.037187927,0.239110001,0.500791616,0.028038126,0.237890702,0.110761665,0.787483054,0.101929886
13,1.439551381,0.310373212,0.250092176,0.409223776,0.429385357,0,0.30094868,0.322556589,0.005089836,0.327416645,0.366140832,0.418267811,0.096585751,0.067012731,0.272759593,0.360509801,0.068189209,0.040056432,0.458578741,0.160714619,0.006444545,0.4043047,0.077029593,0.014124294,0.38145152,0.557291028,0.070621469,0.200074865,0.085588464,0.351081202,0.323424815,0.016781339,0.009797198,0.009797198,0.321110232,0.278395326,0.321854372,0,0.278749452,0.024213075,0.013241525,0.303197473,0.005089836,0.021577717,0.248476613,0.051059719,0.26974169,0.493338974,0.178081519,0.086909733,0.06563339,0.203922789,0.518531965,0.019594396,0.165468454,0.222746759,0.545123046,0.500237862,0.014124294,0.144694663,0.402452986,0.044286099,0.291140855,0.098194322,0.075448958,0.009797198,1.597286181,0.045356145,0.186611882,0.187097507,0.065533948,0.026277756,0.006444545,0.157083613,0.267751692,0.039775135,0.36006478,0.032204079,0.109462127,0.01809477,0.613467247,0.497601131,0.085416348,0.086194716,0,0.100703511,0.148617734,0,0.204243636,0.223776383,0.144893967,0.049972609,0.17083334,0.323466016,0.035010053,0.654863871,0.119795257,0.005089836,0.04884088,0.051397896,0,0.006444545,0.50477004,0.061384829,1.099610315,0.591557796,0.248392365,0.040312982,0.029391594,0.055504374,0.026414014,0.719629086,0.085092405,0.17593607,0.009797198,0,0.260573029,0.11299435,0.058639908,0.038359056,0.024535592,0.117826986,0.015133172,0.342390161,0.0342349,0.899812424,0.626433719,0.053146101,0.448987965,0.024535592,0.004955893,0.218855627,0.514858212,0.16877859,0.085416348,0.044595181,0.015133172,0.013138878,0.063917952,1.48953997,0.234041868,0.323437793,0.004955893,0.281174867,0.269138791,0.032081508,0.504952251,0.093136925,0.245150098,0.213829025,0.329607498,0.037674469,0.174935325,0.585366371,0.014887034,0.712758617,0.009797198,0,0.044609959,0.331257195,0.023225884,0.419664132,0.196124758,0.044595181,0.184529073,0.062236689,0.352892814,0.191567774,0.444113392,0,0.020359342,0,0.245998526,0.023564901,0.428812511,0.263931115,0.139859561,0.037125186,0.091767759,1.627531547,0,0.350059516,0.192558125,0.020007531,0.591532106,0.358870429,0.506277526,0.359342393,0.015269507,0.23412517,0.431177229,0.400806945,0,0.015133172,0.531845425,0.348943877,0.340829988,0.165006402,1.410544735,0.234211686
77,0,0,0,0,0,0,0.15060241,0,0.177304965,0,0.177304965,0.15060241,0,0,0.15060241,0.177304965,0.15060241,0.177304965,0.478509784,0,0.682517303,0,0.15060241,0,0.301204819,0.177304965,0,0,0,0,0.709219858,0,0,0,0,0,0.177304965,0,0,0,0,0.753012048,0,0,0.177304965,0,0.15060241,0,0,0,0,0.301204819,0.709219858,0,0.177304965,0.177304965,0,0.833119713,0,0,0,0,0,0.177304965,0,0,0.833119713,0,0,0.301204819,0,0,0,0,0,0.451807229,0.709219858,0,0,0,0,0,0,0,0,0.478509784,0.15060241,0,0,0,0.505212339,0,0,0,0,0,0,0,0,0.15060241,0,0,0.301204819,0,0.451807229,0,0,0.327907374,0,0.15060241,0,0.327907374,0,0,0,0,0,0,0.354609929,0,0.15060241,0,0,0,0,0.451807229,0,0,0.177304965,0,0,0,0,0,0,0,0,0,0.354609929,0.629112193,0.301204819,0,0,0.301204819,0.177304965,0,0,0.478509784,0.629112193,0.15060241,0,0,0.177304965,0.177304965,0,0.15060241,0,0,0,0,0,0.806417158,0.177304965,0,0.15060241,0,0.15060241,0,0,0,0,0,0.15060241,0.177304965,0.177304965,0,0.354609929,0.15060241,0,0.629112193,0,0,0,0,0.354609929,0,0,0,0,0.301204819,0,0.15060241,0,0,0.327907374,0.327907374,0.709219858,0,0.655814748,0
